nazwa,email,www,typ,miasto
XIV LICEUM OGÓLNOKSZTAŁCĄCEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. MIKOŁAJA KOPERNIKA W GDYNI, sekretariat@xivlo.edu.gdynia.pl, http://lo.xivlo.pl/, Typ: Liceum ogólnokształcące,Gdynia
XIX LICEUM OGÓLNOKSZTAŁCĄCE IM. MARIANA MOKWY W GDAŃSKU, sekretariat@lo19.edu.gdansk.pl, http://lo19.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
XV LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE DLA NIEDOSŁYSZĄCYCH, sekretariat@zso6.edu.gdynia.pl, https://www.nieslyszacygdynia.pl/, Typ: Liceum ogólnokształcące,Gdynia
XV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ZJEDNOCZONEJ EUROPY W GDAŃSKU, sekretariat@lo15.edu.gdansk.pl, http://lo15.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
XVI LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE, sekretariat@sows2.edu.gdynia.pl, http://sosw2gdynia.pl/, Typ: Liceum ogólnokształcące,Gdynia
XVII LICEUM OGÓLNOKSZTAŁCĄCE W GDYNI, sekretariat@xviilo.edu.gdynia.pl, http://17logdynia.pl/, Typ: Liceum ogólnokształcące,Gdynia
XXI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI, sekretariat@lo21.edu.gdansk.pl, http://oss.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZAOCZNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W CHOJNICACH, chojnice@pascal.edu.pl, http://, Typ: Szkoła policealna,Chojnice
ZAOCZNA POLICEALNA SZKOŁA MEDYCZNA "PASCAL" W TCZEWIE,, http://, Typ: Szkoła policealna,Tczew
ZAOCZNA POLICEALNA SZKOŁA ZAWODOWA "PASCAL" W CHOJNICACH, chojnice@pascal.edu.pl, http://www.pascal.edu.pl, Typ: Szkoła policealna,Chojnice
ZAOCZNA POLICEALNA SZKOŁA ZAWODOWA "PASCAL" W TCZEWIE, tczew@pascal.edu.pl, http://, Typ: Szkoła policealna,Tczew
ZAOCZNE LICEUM OGÓLNOKSZTALCĄCE DLA DOROSŁYCH W BYTOWIE, pce@marmolowski.pl, http://www.marmolowski.pl, Typ: Liceum ogólnokształcące,Bytów
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE ,,BETA" W GDYNI, dyrekcja@liceumbeta.pl, http://www.liceumbeta.pl, Typ: Liceum ogólnokształcące,Bolszewo
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, prymuslebork.info@wp.pl, http://, Typ: Liceum ogólnokształcące,Lębork
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "COSINUS PLUS" W GDAŃSKU, gdansk@cosinus.pl, http://, Typ: Liceum ogólnokształcące,Gdańsk
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH "COSINUS PLUS" W SŁUPSKU, slupsk@cosinus.pl, https://www.cosinus.pl/slupsk, Typ: Liceum ogólnokształcące,Słupsk
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH COSINUS PLUS W GDYNI, gdynia@cosinus.pl, https://www.cosinus.pl, Typ: Liceum ogólnokształcące,Gdynia
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE W LIPUSZU,, http://, Typ: Liceum ogólnokształcące,Lipusz
ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE W ŁĘGU, marcin_matusiak111@wp.pl, http://, Typ: Liceum ogólnokształcące,Łąg
ZAOCZNE LICEUM PONADGIMNAZJALNE, magdabobek@op.pl, http://, Typ: Liceum ogólnokształcące,Lubichowo
ZAOCZNE LICEUM PONADGIMNAZJALNE,, http://, Typ: Liceum ogólnokształcące,Skarszewy
ZAOCZNE LICEUM PONADGIMNAZJALNE W SIERAKOWICACH, wbksa@wp.pl, http://www.liceum-sierakowice.pl, Typ: Liceum ogólnokształcące,Sierakowice
ZESPÓŁ SZKÓŁ AGROTECHNICZNYCH IM. WŁADYSŁAWA REYMONTA W SŁUPSKU - TECHNIKUM NR 6, zsa@zsa.slupsk.pl, http://zsa.slupsk.pl/, Typ: Technikum,Słupsk
ZESPÓŁ SZKÓŁ ARCHITEKTURY KRAJOBRAZU I HANDLOWO-USŁUGOWYCH IM. WŁADYSŁAWA SZAFERA TECHNIKUM NR 7 W GDAŃSKU, sekretariat@zsakhu.edu.gdansk.pl, http://zsakhu.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ EKONOMICZNYCH W STAROGARDZIE GDAŃSKIM-KOCIEWSKIE CENTRUM KSZTAŁCENIA USTAWICZNEGO-SZKOŁA POLICEALNA DLA DOROSŁYCH,, http://, Typ: Szkoła policealna,StarogardGdański
ZESPÓŁ SZKÓŁ ENERGETYCZNYCH W GDAŃSKU TECHNIKUM NR 13 W GDAŃSKU, sekretariat@zse.edu.gdansk.pl, http://zse.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ GASTRONOMICZNO-HOTELARSKICH - TECHNIKUM NR 3 W GDAŃSKU, sekretariat@zsgh.edu.gdansk.pl, http://zsgh.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ IM. JANA KASPROWICZA W SZTUMIE - LICEUM OGÓLNOKSZTAŁCĄCE, zs@zs.sztum.pl, http://www.zs.sztum.pl/, Typ: Liceum ogólnokształcące,Sztum
ZESPÓŁ SZKÓŁ IM. JANA KASPROWICZA W SZTUMIE - LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zs@zs.sztum.pl, http://www.zs.sztum.pl/, Typ: Liceum ogólnokształcące,Sztum
ZESPÓŁ SZKÓŁ IM. JANA KASPROWICZA W SZTUMIE - SZKOŁA POLICEALNA, zs@zs.sztum.pl, http://www.zs.sztum.pl/, Typ: Szkoła policealna,Sztum
ZESPÓŁ SZKÓŁ IM. JANA KASPROWICZA W SZTUMIE - TECHNIKUM NR 1, zs@zs.sztum.pl, http://www.zs.sztum.pl/, Typ: Technikum,Sztum
ZESPÓŁ SZKÓŁ KREOWANIA WIZERUNKU W GDAŃSKU - SZKOŁA POLICEALNA NR 9 IM. XYMENY ZANIEWSKIEJ, sekretariat@zskw.edu.gdansk.pl, http://zskw.edu.gdansk.pl, Typ: Szkoła policealna,Gdańsk
ZESPÓŁ SZKÓŁ KREOWANIA WIZERUNKU W GDAŃSKU - TECHNIKUM NR 9 IM.XYMENY ZANIEWSKIEJ, sekretariat@zskw.edu.gdansk.pl, http://zskw.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ ŁĄCZNOŚCI IM. OBROŃCÓW POCZTY POLSKIEJ - TECHNIKUM NR 4 IM. OBROŃCÓW POCZTY POLSKIEJ W GDAŃSKU, sekretariat@zsl.edu.gdansk.pl, http://zsl.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ MISTRZOSTWA SPORTOWEGO - XI LICEUM OGÓLNOKSZTAŁCĄCE-SZKOŁA MISTRZOSTWA SPORTOWEGO W GDAŃSKU, sekretariat@zsms.edu.gdansk.pl, http://zsms.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ MORSKICH IM. BOHATERSKICH OBROŃCÓW WESTERPLATTE TECHNIKUM NR 16 W GDAŃSKU, sekretariat@zsm.edu.gdansk.pl, http://zsm.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ NR 1 TECHNIKUM, zs1@wladek.info, http://, Typ: Technikum,Władysławowo
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH  NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - XXIII LICEUM OGÓLNOKSZTAŁCĄCE, sekretariat@zso10.edu.gdansk.pl, http://zso10.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W USTCE - LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH, zsoitustka@wp.pl, http://www.zsoitustka.edu.pl, Typ: Liceum ogólnokształcące,Ustka
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W USTCE - LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA, zsoitustka@wp.pl, http://zsoitustka.edu.pl, Typ: Liceum ogólnokształcące,Ustka
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I TECHNICZNYCH W USTCE - TECHNIKUM, zsoitustka@wp.pl, http://www.zsoitustka.edu.pl, Typ: Technikum,Ustka
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 IM. MARII KONOPNICKIEJ -LICEUM OGÓLNOKSZTAŁCĄCE NR 1 IM. MARII KONOPNICKIEJ W PRUSZCZU GDAŃSKIM, sekretariat@zso1.pl, http://zso1.pl, Typ: Liceum ogólnokształcące,PruszczGdański
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 1 IX LICEUM OGÓLNOKSZTAŁCĄCE  IM. KRZYSZTOFA KOLBERGERA W GDAŃSKU, sekretariat@zso1.edu.gdansk.pl, http://zso1.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 12 XX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ZBIGNIEWA HERBERTA W GDAŃSKU, sekretariat@zso12.edu.gdansk.pl, http://zso12.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 13 III LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. BOHATERÓW WESTERPLATTE W GDAŃSKU, sekretariat@zso13.edu.gdansk.pl, http://zso13.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 2 XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA BANACHA W GDAŃSKU, sekretariat@zso2.edu.gdansk.pl, http://zso2.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 5 - IV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. MARYNARZY WOJSK OCHRONY POGRANICZA Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W GDAŃSKU, sekretariat@zso5.edu.gdansk.pl, http://zso5.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 6 - VI LICEUM OGÓLNOKSZTAŁCĄCE W GDAŃSKU, sekretariat@zso6.edu.gdansk.pl, http://zso6.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 7 VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA WYBICKIEGO W GDAŃSKU, sekretariat@zso7.edu.gdansk.pl, http://zso7.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 IM. W GDAŃSKU - XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA PAWŁA II, sekretariat@zso8.edu.gdansk.pl, http://zso8.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 9 W GDAŃSKU XXV LICEUM OGÓLNOKSZTAŁCĄCE, sekretariat@zso9.edu.gdansk.pl, http://zso9.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W KARTUZACH, I LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. HIERONIMA DERDOWSKIEGO W KARTUZACH, sekretariat@zso-kartuzy.edu.pl, http://www.zso-kartuzy.edu.pl, Typ: Liceum ogólnokształcące,Kartuzy
ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH W KARTUZACH, LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KARTUZACH, sekretariat@zso-kartuzy.edu.pl, http://www.zso-kartuzy.edu.pl, Typ: Liceum ogólnokształcące,Kartuzy
ZESPÓŁ SZKÓŁ PONADGIMNAJZLANYCH W PRZODKOWIE, TECHNIKUM IM. ROTMISTRZA  WITOLDA PILECKIEGO W PRZODKOWIE, zsaprzodkowo@wp.pl, http://www.zspprzodkowo.pl, Typ: Technikum,Przodkowo
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH W SIERAKOWICACH LICEUM OGÓLNOKSZTAŁCĄCE W SIERAKOWICACH, zsp.sierakowice@wp.pl, http://www.zspsiera.webd.pl, Typ: Liceum ogólnokształcące,Sierakowice
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH W SIERAKOWICACH TECHNIKUM W SIERAKOWICACH, zsp.sierakowice@wp.pl, http://www.zspsiera.webd.pl, Typ: Technikum,Sierakowice
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH W SIERAKOWICACH, LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SIERAKOWICACH, zsp.sierakowice@wp.pl, http://www.zspsiera.webd.pl, Typ: Liceum ogólnokształcące,Sierakowice
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH W SOMONINIE IM. JÓZEFA WYBICKIEGO TECHNIKUM W SOMONINIE, sekretariat@zapsomonino.pl, http://www.zspsomonino.pl, Typ: Technikum,Somonino
ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH W SOMONINIE IM. JÓZEFA WYBICKIEGO, LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SOMONINIE, sekretariat@zspsomonino.pl, http://www.zspsomonino.pl, Typ: Liceum ogólnokształcące,Somonino
ZESPÓŁ SZKÓŁ SAMOCHODOWYCH IM. BRYGADY PANCERNEJ IM BOHATERÓW WESTERPLATTE TECHNIKUM NR 12 W GDAŃSKU, sekretariat@zss.edu.gdansk.pl, http://zss.edu.gdansk.pl, Typ: Technikum,Gdańsk
ZESPÓŁ SZKÓŁ SPORTOWYCH I OGÓLNOKSZTAŁCĄCYCH IM. JANUSZA KUSOCIŃSKIEGO W GDAŃSKU XII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI W GDAŃSKU, sekretariat@zsso.edu.gdansk.pl, http://zsso.edu.gdansk.pl, Typ: Liceum ogólnokształcące,Gdańsk
ZESPÓŁ SZKÓŁ TECHNICZNYCH IM. FLORIANA CEYNOWY W KARTUZACH  TECHNIKUM NR 1 W KARTUZACH, zsmkartuzy@wp.pl, http://www.zst.kartuzy.pl, Typ: Technikum,Kartuzy
ZESPÓŁ SZKÓŁ W DZIERZGONIU - LICEUM OGÓLNOKSZTAŁCĄCE, zs_dzierzgon@poczta.onet.pl, http://www.zsdzierzgon.edu.pl/, Typ: Liceum ogólnokształcące,Dzierzgoń
ZESPÓŁ SZKÓŁ W DZIERZGONIU - TECHNIKUM, zs_dzierzgon@poczta.onet.pl, http://www.zsdzierzgon.edu.pl/, Typ: Technikum,Dzierzgoń
ZESPÓŁ SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W KARTUZACH IM.I BRYGADY PANCERNEJ IM. BOHATERÓW WESTERPLATTE III LICEUM OGÓLNOKSZTAŁCĄCE W KARTUZACH, zsziok@wp.pl, http://www.zsziok.boo.pl, Typ: Liceum ogólnokształcące,Kartuzy
ZESPÓŁ SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W KARTUZACH IM.I BRYGADY PANCERNEJ IM. BOHATERÓW WESTERPLATTE TECHNIKUM NR 2 W KARTUZACH, zsziok@wp.pl, http://www.zsziok.boo.pl, Typ: Technikum,Kartuzy
ZESPÓŁ SZKÓŁ ZAWODOWYCH I OGÓLNOKSZTAŁCĄCYCH W ŻUKOWIE, LICEUM OGÓLNOKSZTALCĄCE IM. KSIĄŻĄT POMORSKICH W ŻUKOWIE, zsziozukowo@wp.pl, http://www.zsziozukowo.pl, Typ: Liceum ogólnokształcące,Żukowo
